Date,GBP,Conversion rate GBP,Reciprocal rate GBP,,,EUR,Conversion rate EUR,Reciprocal rate EUR,,,AUD,Conversion rate AUD,Reciprocal rate AUD,,,BRL,Conversion rate BRL,Reciprocal rate BRL,,,CLP,Conversion rate CLP,Reciprocal rate CLP,,,CNY,Conversion rate CNY,Reciprocal rate CNY,,,COP,Conversion rate COP,Reciprocal rate COP,,,CZK,Conversion rate CZK,Reciprocal rate CZK,,,INR,Conversion rate INR,Reciprocal rate INR,,,IDR,Conversion rate IDR,Reciprocal rate IDR,,,ILS,Conversion rate ILS,Reciprocal rate ILS,,,JPY,Conversion rate JPY,Reciprocal rate JPY,,,MXN,Conversion rate MXN,Reciprocal rate MXN,,,NZD,Conversion rate NZD,Reciprocal rate NZD,,,PLN,Conversion rate PLN,Reciprocal rate PLN,,,RUB,Conversion rate RUB,Reciprocal rate RUB,,,SGD,Conversion rate SGD,Reciprocal rate SGD,,,ZAR,Conversion rate ZAR,Reciprocal rate ZAR,,,KRW,Conversion rate KRW,Reciprocal rate KRW,,,TWD,Conversion rate TWD,Reciprocal rate TWD,,,THB,Conversion rate THB,Reciprocal rate THB,,,TRY,Conversion rate TRY,Reciprocal rate TRY,,,AED,Conversion rate AED,Reciprocal rate AED,,,SEK,Conversion rate SEK,Reciprocal rate SEK,,,CAD,Conversion rate CAD,Reciprocal rate CAD,,,CHF,Conversion rate CHF,Reciprocal rate CHF
4/10/2015,0.68,0.6828,1.4646,,,0.94,0.9437,1.0597,,,1.3,1.3032,0.7674,,,3.08,3.0795,0.3247,,,620.14,620.1379,0.001613,,,6.21,6.2075,0.1611,,,2519,2519,0.000397,,,25.84,25.8412,0.0387,,,62.23,62.2283,0.01607,,,12852.04,12852.0408,0.000078,,,3.99,3.987,0.2508,,,120.3,120.2961,0.008313,,,15.17,15.1674,0.06593,,,1.33,1.3282,0.7529,,,3.79,3.7891,0.2639,,,52.28,52.2831,0.01913,,,1.37,1.3668,0.7316,,,12,11.9952,0.08337,,,1094.27,1094.2659,0.000914,,,31.24,31.2376,0.03201,,,32.53,32.5284,0.03074,,,2.63,2.6278,0.3805,,,3.67,3.6731,0.2723,,,8.82,8.82,0.1134,,,1.26,1.2595,0.794,,,0.98,0.9807,1.0197
4/9/2015,0.68,0.6786,1.4737,,,0.94,0.9372,1.067,,,1.3,1.2978,0.7705,,,3.04,3.0357,0.3294,,,615.76,615.7611,0.001624,,,6.21,6.2062,0.1611,,,2496.03,2496.0317,0.000401,,,25.71,25.7102,0.0389,,,62.18,62.1849,0.01608,,,12836.73,12836.7347,0.000078,,,3.95,3.9547,0.2529,,,120.27,120.2677,0.008315,,,15.06,15.0587,0.06641,,,1.32,1.3239,0.7553,,,3.77,3.7744,0.2649,,,52.68,52.6801,0.01898,,,1.36,1.3581,0.7363,,,11.91,11.9129,0.08394,,,1094.87,1094.8651,0.000913,,,31.25,31.2469,0.032,,,32.55,32.5485,0.03072,,,2.61,2.6138,0.3826,,,3.67,3.673,0.2723,,,8.75,8.7543,0.1142,,,1.26,1.258,0.7949,,,0.98,0.9753,1.0253
4/8/2015,0.67,0.6702,1.4922,,,0.92,0.9244,1.0818,,,1.3,1.2962,0.7715,,,3.09,3.0861,0.324,,,611.64,611.6381,0.001635,,,6.2,6.2013,0.1613,,,2491.63,2491.6335,0.000401,,,25.34,25.3352,0.03947,,,62.23,62.2289,0.01607,,,12894.85,12894.8454,0.000078,,,3.93,3.9296,0.2545,,,119.92,119.9233,0.008339,,,14.91,14.9082,0.06708,,,1.32,1.3193,0.758,,,3.71,3.7116,0.2694,,,53.68,53.6824,0.01863,,,1.35,1.3547,0.7382,,,11.81,11.8111,0.08467,,,1095.27,1095.2715,0.000913,,,31.09,31.0912,0.03216,,,32.58,32.5814,0.03069,,,2.59,2.5875,0.3865,,,3.67,3.6734,0.2722,,,8.65,8.6501,0.1156,,,1.25,1.2508,0.7995,,,0.96,0.9636,1.0377
4/7/2015,0.67,0.6731,1.4856,,,0.92,0.9217,1.085,,,1.31,1.3081,0.7645,,,3.11,3.1119,0.3213,,,609.17,609.1707,0.001642,,,6.2,6.1975,0.1614,,,2517.74,2517.7419,0.000397,,,25.29,25.2947,0.03953,,,62.25,62.2532,0.01606,,,13008.33,13008.3333,0.000077,,,3.94,3.9382,0.2539,,,120.42,120.4243,0.008304,,,14.92,14.9217,0.06702,,,1.33,1.3323,0.7506,,,3.73,3.73,0.2681,,,55.13,55.1347,0.01814,,,1.36,1.3595,0.7356,,,11.86,11.8594,0.08432,,,1094.48,1094.4785,0.000914,,,31.06,31.0647,0.03219,,,32.6,32.5972,0.03068,,,2.6,2.6011,0.3844,,,3.67,3.6729,0.2723,,,8.65,8.6542,0.1156,,,1.25,1.2488,0.8008,,,0.96,0.9642,1.0372
4/6/2015,0.67,0.6685,1.4958,,,0.91,0.9086,1.1006,,,1.31,1.3062,0.7656,,,3.1,3.0975,0.3228,,,610.99,610.9912,0.001637,,,6.2,6.195,0.1614,,,2525.76,2525.7606,0.000396,,,24.91,24.909,0.04015,,,62.17,62.1667,0.01609,,,12970.83,12970.8333,0.000077,,,3.91,3.9133,0.2555,,,119.04,119.044,0.0084,,,14.83,14.8256,0.06745,,,1.32,1.3152,0.7604,,,3.7,3.7015,0.2702,,,55.37,55.3668,0.01806,,,1.35,1.3508,0.7403,,,11.74,11.7361,0.08521,,,1084.67,1084.669,0.000922,,,30.9,30.8983,0.03236,,,32.43,32.4271,0.03084,,,2.56,2.56,0.3906,,,3.67,3.6732,0.2722,,,8.51,8.5055,0.1176,,,1.25,1.2452,0.8031,,,0.95,0.9527,1.0496
4/3/2015,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday,,,Bank holiday,Bank holiday,Bank holiday
4/2/2015,0.67,0.6738,1.4841,,,0.92,0.9195,1.0876,,,1.32,1.3217,0.7566,,,3.14,3.1368,0.3188,,,615.1,615.1026,0.001626,,,6.2,6.1965,0.1614,,,2568.37,2568.3673,0.000389,,,25.34,25.3423,0.03946,,,62.15,62.1481,0.01609,,,12974.23,12974.2268,0.000077,,,3.95,3.9476,0.2533,,,119.74,119.7431,0.008351,,,15.07,15.0682,0.06636,,,1.34,1.3364,0.7483,,,3.75,3.7455,0.267,,,56.61,56.6127,0.01766,,,1.36,1.3578,0.7365,,,11.97,11.9743,0.08351,,,1090.55,1090.5546,0.000917,,,31.05,31.0511,0.03221,,,32.47,32.469,0.0308,,,2.59,2.5911,0.3859,,,3.67,3.6734,0.2722,,,8.63,8.6317,0.1159,,,1.26,1.2585,0.7946,,,0.96,0.9579,1.0439
4/1/2015,0.67,0.6747,1.4822,,,0.93,0.9288,1.0767,,,1.31,1.3135,0.7613,,,3.15,3.1538,0.3171,,,617.33,617.3275,0.00162,,,6.2,6.1975,0.1614,,,2573.88,2573.8776,0.000389,,,25.59,25.5925,0.03907,,,62.16,62.1587,0.01609,,,13002.06,13002.0619,0.000077,,,3.97,3.9673,0.2521,,,119.66,119.6584,0.008357,,,15.12,15.1151,0.06616,,,1.34,1.3404,0.746,,,3.77,3.7704,0.2652,,,57.59,57.589,0.01736,,,1.36,1.3638,0.7333,,,11.97,11.9658,0.08357,,,1098.61,1098.6063,0.00091,,,31.25,31.2488,0.032,,,32.48,32.48,0.03079,,,2.59,2.594,0.3855,,,3.67,3.6727,0.2723,,,8.65,8.6502,0.1156,,,1.26,1.2612,0.7929,,,0.97,0.9672,1.0339
3/31/2015,0.67,0.6734,1.485,,,0.93,0.931,1.0741,,,1.31,1.3117,0.7624,,,3.18,3.1835,0.3141,,,624.47,624.4707,0.001601,,,6.2,6.1989,0.1613,,,2593.66,2593.6605,0.000386,,,25.67,25.6689,0.03896,,,62.32,62.3243,0.01605,,,13075.26,13075.2577,0.000076,,,3.98,3.9771,0.2514,,,119.99,119.9905,0.008334,,,15.25,15.2458,0.06559,,,1.34,1.336,0.7485,,,3.79,3.7939,0.2636,,,58.18,58.1789,0.01719,,,1.37,1.3722,0.7288,,,12.14,12.1368,0.08239,,,1108.65,1108.6538,0.000902,,,31.25,31.2543,0.032,,,32.55,32.5539,0.03072,,,2.6,2.5995,0.3847,,,3.67,3.673,0.2723,,,8.63,8.6279,0.1159,,,1.27,1.2683,0.7885,,,0.97,0.9714,1.0294
3/30/2015,0.68,0.6762,1.4788,,,0.92,0.9244,1.0817,,,1.31,1.3083,0.7644,,,3.25,3.2511,0.3076,,,626.93,626.9269,0.001595,,,6.21,6.2079,0.1611,,,2579.07,2579.065,0.000388,,,25.42,25.4238,0.03933,,,62.54,62.5382,0.01599,,,13081.44,13081.4433,0.000076,,,3.96,3.9591,0.2526,,,120.16,120.161,0.008322,,,15.25,15.2512,0.06557,,,1.33,1.3311,0.7513,,,3.78,3.7799,0.2646,,,57.81,57.8087,0.0173,,,1.38,1.3752,0.7272,,,12.14,12.1426,0.08235,,,1107.24,1107.2426,0.000903,,,31.28,31.2845,0.03196,,,32.58,32.5777,0.0307,,,2.61,2.6072,0.3836,,,3.67,3.6726,0.2723,,,8.6,8.5969,0.1163,,,1.27,1.2689,0.7881,,,0.97,0.9681,1.0329
3/27/2015,0.67,0.6721,1.4878,,,0.92,0.9182,1.0891,,,1.29,1.2899,0.7753,,,3.24,3.2414,0.3085,,,623.7,623.6986,0.001603,,,6.22,6.2154,0.1609,,,2556.91,2556.9106,0.000391,,,25.25,25.2509,0.0396,,,62.52,62.5249,0.01599,,,13104.17,13104.1667,0.000076,,,3.96,3.961,0.2525,,,119.13,119.1288,0.008394,,,15.18,15.1767,0.06589,,,1.32,1.323,0.7559,,,3.77,3.7687,0.2653,,,57.84,57.8391,0.01729,,,1.37,1.3683,0.7308,,,12.02,12.0153,0.08323,,,1104.48,1104.4776,0.000905,,,31.25,31.2469,0.032,,,32.56,32.5569,0.03072,,,2.61,2.6083,0.3834,,,3.67,3.673,0.2723,,,8.58,8.5753,0.1166,,,1.26,1.258,0.7949,,,0.96,0.9588,1.0429
3/26/2015,0.67,0.6738,1.4842,,,0.92,0.9159,1.0918,,,1.28,1.2762,0.7836,,,3.18,3.1781,0.3146,,,621.07,621.0657,0.00161,,,6.21,6.2107,0.161,,,2555.53,2555.5328,0.000391,,,25.16,25.1634,0.03974,,,62.83,62.8262,0.01592,,,12990.63,12990.625,0.000077,,,3.96,3.9565,0.2527,,,119,118.9981,0.008403,,,15.09,15.0853,0.06629,,,1.32,1.3188,0.7582,,,3.74,3.7361,0.2677,,,57.13,57.1278,0.0175,,,1.37,1.368,0.731,,,11.92,11.9226,0.08387,,,1104.61,1104.6058,0.000905,,,31.21,31.2087,0.03204,,,32.56,32.5614,0.03071,,,2.59,2.5911,0.3859,,,3.67,3.6723,0.2723,,,8.55,8.5535,0.1169,,,1.25,1.2471,0.8019,,,0.96,0.9614,1.0402
3/25/2015,0.67,0.6705,1.4915,,,0.91,0.9102,1.0986,,,1.27,1.2729,0.7856,,,3.16,3.1622,0.3162,,,618.84,618.8427,0.001616,,,6.21,6.213,0.161,,,2543.29,2543.2927,0.000393,,,24.91,24.9114,0.04014,,,62.38,62.3779,0.01603,,,13034.38,13034.375,0.000077,,,3.96,3.9586,0.2526,,,119.4,119.3989,0.008375,,,14.94,14.9355,0.06695,,,1.31,1.3101,0.7633,,,3.72,3.723,0.2686,,,57.69,57.6902,0.01733,,,1.37,1.368,0.731,,,11.86,11.8607,0.08431,,,1100.53,1100.5277,0.000909,,,31.24,31.2434,0.03201,,,32.52,32.5182,0.03075,,,2.57,2.5726,0.3887,,,3.67,3.6727,0.2723,,,8.47,8.4719,0.118,,,1.25,1.2513,0.7992,,,0.96,0.9575,1.0444
3/24/2015,0.67,0.6726,1.4868,,,0.92,0.917,1.0906,,,1.27,1.2711,0.7867,,,3.15,3.1538,0.3171,,,621.82,621.8191,0.001608,,,6.21,6.2059,0.1611,,,2532.59,2532.5911,0.000395,,,25.15,25.1528,0.03976,,,62.4,62.399,0.01603,,,12897.94,12897.9381,0.000078,,,3.92,3.9183,0.2552,,,119.95,119.9521,0.008337,,,14.94,14.9439,0.06692,,,1.31,1.3107,0.7629,,,3.76,3.7616,0.2658,,,57.81,57.8142,0.0173,,,1.37,1.3679,0.731,,,11.84,11.8363,0.08449,,,1105.21,1105.212,0.000905,,,31.25,31.2463,0.032,,,32.53,32.5299,0.03074,,,2.57,2.5674,0.3895,,,3.67,3.6732,0.2722,,,8.52,8.5167,0.1174,,,1.25,1.2511,0.7993,,,0.96,0.9588,1.043
3/23/2015,0.67,0.6696,1.4935,,,0.92,0.9152,1.0927,,,1.27,1.2742,0.7848,,,3.16,3.1598,0.3165,,,626.11,626.1131,0.001597,,,6.21,6.2145,0.1609,,,2559.51,2559.5092,0.000391,,,25.04,25.042,0.03993,,,62.24,62.2377,0.01607,,,13037.5,13037.5,0.000077,,,3.97,3.967,0.2521,,,119.77,119.7703,0.008349,,,14.96,14.9588,0.06685,,,1.31,1.3118,0.7623,,,3.77,3.7653,0.2656,,,58.79,58.7882,0.01701,,,1.37,1.3671,0.7315,,,11.91,11.9087,0.08397,,,1108.59,1108.5917,0.000902,,,31.3,31.2978,0.03195,,,32.51,32.5091,0.03076,,,2.55,2.548,0.3925,,,3.67,3.6725,0.2723,,,8.5,8.4969,0.1177,,,1.25,1.2516,0.799,,,0.97,0.967,1.0341
3/20/2015,0.67,0.6702,1.4922,,,0.93,0.9267,1.0791,,,1.29,1.2889,0.7759,,,3.22,3.2212,0.3104,,,632.91,632.9146,0.00158,,,6.2,6.2044,0.1612,,,2586.24,2586.2423,0.000387,,,25.49,25.4856,0.03924,,,62.41,62.4133,0.01602,,,13119.79,13119.7917,0.000076,,,4.06,4.0577,0.2464,,,120.3,120.2961,0.008313,,,15.05,15.0532,0.06643,,,1.32,1.3237,0.7555,,,3.84,3.8364,0.2607,,,59.52,59.5227,0.0168,,,1.38,1.3825,0.7233,,,12.04,12.0411,0.08305,,,1114.6,1114.6018,0.000897,,,31.42,31.4168,0.03183,,,32.63,32.6295,0.03065,,,2.58,2.5772,0.388,,,3.67,3.6731,0.2723,,,8.64,8.6445,0.1157,,,1.26,1.2595,0.794,,,0.98,0.9766,1.024
3/19/2015,0.68,0.6791,1.4726,,,0.94,0.9416,1.0621,,,1.31,1.3127,0.7618,,,3.29,3.2939,0.3036,,,639.76,639.759,0.001563,,,6.2,6.1954,0.1614,,,2622.22,2622.2222,0.000381,,,25.81,25.808,0.03875,,,62.56,62.5626,0.01598,,,13004.08,13004.0816,0.000077,,,4.03,4.0316,0.248,,,120.91,120.9108,0.008271,,,15.3,15.3044,0.06534,,,1.36,1.356,0.7374,,,3.88,3.8795,0.2578,,,59.75,59.7468,0.01674,,,1.39,1.3897,0.7196,,,12.32,12.325,0.08114,,,1121.83,1121.831,0.000891,,,31.48,31.4822,0.03176,,,32.74,32.7441,0.03054,,,2.61,2.6051,0.3839,,,3.67,3.6726,0.2723,,,8.69,8.693,0.115,,,1.27,1.2744,0.7847,,,0.99,0.9922,1.0078
3/18/2015,0.68,0.681,1.4685,,,0.94,0.9397,1.0642,,,1.31,1.3066,0.7653,,,3.28,3.2755,0.3053,,,642.08,642.0814,0.001557,,,6.23,6.2298,0.1605,,,2660.63,2660.625,0.000376,,,25.7,25.6962,0.03892,,,62.7,62.6951,0.01595,,,13165.98,13165.9794,0.000076,,,4.02,4.0236,0.2485,,,120.94,120.9375,0.008269,,,15.43,15.4276,0.06482,,,1.36,1.3582,0.7363,,,3.9,3.896,0.2567,,,61.08,61.076,0.01637,,,1.39,1.3895,0.7197,,,12.33,12.3272,0.08112,,,1128.18,1128.1802,0.000886,,,31.48,31.4789,0.03177,,,32.86,32.8641,0.03043,,,2.62,2.6197,0.3817,,,3.67,3.673,0.2723,,,8.75,8.7533,0.1142,,,1.28,1.2771,0.783,,,1,0.9953,1.0047
3/17/2015,0.68,0.6783,1.4743,,,0.94,0.943,1.0605,,,1.31,1.3134,0.7614,,,3.26,3.2641,0.3064,,,641.34,641.336,0.001559,,,6.25,6.2501,0.16,,,2671.34,2671.3389,0.000374,,,25.64,25.6406,0.039,,,62.65,62.6546,0.01596,,,13163.92,13163.9175,0.000076,,,4.01,4.0053,0.2497,,,121.26,121.2631,0.008247,,,15.43,15.4252,0.06483,,,1.37,1.368,0.731,,,3.91,3.9109,0.2557,,,61.66,61.6562,0.01622,,,1.39,1.3894,0.7197,,,12.39,12.3851,0.08074,,,1129,1129.0009,0.000886,,,31.58,31.5752,0.03167,,,32.93,32.9268,0.03037,,,2.61,2.6112,0.383,,,3.67,3.6735,0.2722,,,8.67,8.6746,0.1153,,,1.28,1.2769,0.7831,,,1,1.0042,0.9958
3/16/2015,0.68,0.6757,1.48,,,0.95,0.9457,1.0574,,,1.31,1.3064,0.7655,,,3.22,3.2227,0.3103,,,641.14,641.1351,0.00156,,,6.26,6.2635,0.1597,,,2687.37,2687.3684,0.000372,,,25.76,25.7567,0.03882,,,62.82,62.8199,0.01592,,,13296.88,13296.875,0.000075,,,4.01,4.0066,0.2496,,,121.34,121.3403,0.008241,,,15.42,15.4241,0.06483,,,1.35,1.3534,0.7389,,,3.9,3.9013,0.2563,,,62.39,62.39,0.01603,,,1.39,1.3892,0.7199,,,12.42,12.4173,0.08053,,,1130.65,1130.6466,0.000884,,,31.63,31.6278,0.03162,,,32.93,32.9334,0.03036,,,2.63,2.6298,0.3803,,,3.67,3.6734,0.2722,,,8.64,8.6367,0.1158,,,1.28,1.2765,0.7834,,,1.01,1.0074,0.9926
3/13/2015,0.68,0.6778,1.4754,,,0.95,0.9503,1.0523,,,1.31,1.3106,0.763,,,3.26,3.2602,0.3067,,,640.15,640.15,0.001562,,,6.26,6.2606,0.1597,,,2672.86,2672.8601,0.000374,,,26.01,26.0065,0.03845,,,63.07,63.069,0.01586,,,13198.97,13198.9691,0.000076,,,4.04,4.0414,0.2474,,,121.13,121.1258,0.008256,,,15.5,15.5019,0.06451,,,1.36,1.3643,0.733,,,3.96,3.9564,0.2528,,,61.7,61.7012,0.01621,,,1.39,1.3913,0.7187,,,12.47,12.4664,0.08022,,,1138.04,1138.0444,0.000879,,,31.72,31.722,0.03152,,,32.94,32.938,0.03036,,,2.64,2.6371,0.3792,,,3.67,3.6727,0.2723,,,8.67,8.6741,0.1153,,,1.28,1.2803,0.7811,,,1,1.0049,0.9952
3/12/2015,0.67,0.6709,1.4906,,,0.94,0.9421,1.0615,,,1.3,1.2979,0.7705,,,3.13,3.1251,0.32,,,631.71,631.7073,0.001583,,,6.26,6.261,0.1597,,,2605.95,2605.9548,0.000384,,,25.74,25.7424,0.03885,,,62.42,62.425,0.01602,,,13219.79,13219.7917,0.000076,,,4.01,4.0073,0.2495,,,121.33,121.3289,0.008242,,,15.37,15.3681,0.06507,,,1.35,1.3508,0.7403,,,3.89,3.8941,0.2568,,,61.16,61.1614,0.01635,,,1.38,1.3796,0.7248,,,12.26,12.2618,0.08155,,,1121.11,1121.1131,0.000892,,,31.59,31.5932,0.03165,,,32.83,32.8272,0.03046,,,2.59,2.5911,0.3859,,,3.67,3.6732,0.2722,,,8.61,8.6099,0.1161,,,1.27,1.2691,0.788,,,1,1.0035,0.9965
3/11/2015,0.67,0.6691,1.4944,,,0.95,0.9457,1.0574,,,1.32,1.3191,0.7581,,,3.09,3.0891,0.3237,,,637.24,637.2441,0.001569,,,6.26,6.263,0.1597,,,2631.75,2631.7526,0.00038,,,25.75,25.7546,0.03883,,,62.78,62.7841,0.01593,,,13158.76,13158.7629,0.000076,,,4.03,4.0329,0.248,,,121.56,121.5619,0.008226,,,15.46,15.4621,0.06467,,,1.39,1.3857,0.7216,,,3.9,3.9034,0.2562,,,62.14,62.1422,0.01609,,,1.39,1.3863,0.7213,,,12.27,12.2731,0.08148,,,1132.56,1132.5643,0.000883,,,31.71,31.7118,0.03153,,,32.89,32.8884,0.03041,,,2.61,2.607,0.3836,,,3.67,3.6731,0.2723,,,8.62,8.6243,0.116,,,1.28,1.2764,0.7835,,,1.01,1.0074,0.9926
3/10/2015,0.66,0.6629,1.5085,,,0.93,0.934,1.0707,,,1.31,1.3097,0.7636,,,3.13,3.127,0.3198,,,633.87,633.8685,0.001578,,,6.26,6.2633,0.1597,,,2620.95,2620.9544,0.000382,,,25.46,25.4595,0.03928,,,62.73,62.7259,0.01594,,,13159.38,13159.375,0.000076,,,4.04,4.0439,0.2473,,,121.24,121.238,0.008248,,,15.58,15.5828,0.06417,,,1.38,1.3754,0.7271,,,3.89,3.8859,0.2573,,,62.11,62.1091,0.0161,,,1.39,1.3881,0.7204,,,12.34,12.3369,0.08106,,,1123.93,1123.9324,0.00089,,,31.66,31.6617,0.03158,,,32.69,32.6941,0.03059,,,2.64,2.6379,0.3791,,,3.67,3.6735,0.2722,,,8.55,8.5531,0.1169,,,1.26,1.2633,0.7916,,,1,0.9998,1.0002
3/9/2015,0.66,0.6624,1.5096,,,0.92,0.9221,1.0845,,,1.3,1.2964,0.7714,,,3.1,3.1022,0.3224,,,628.02,628.016,0.001592,,,6.26,6.2645,0.1596,,,2592.18,2592.1811,0.000386,,,25.13,25.1256,0.0398,,,62.68,62.6766,0.01595,,,12987.63,12987.6289,0.000077,,,4.01,4.0083,0.2495,,,121.13,121.1346,0.008255,,,15.46,15.4634,0.06467,,,1.36,1.3589,0.7359,,,3.8,3.7969,0.2634,,,60.36,60.3642,0.01657,,,1.38,1.3794,0.725,,,12.09,12.0902,0.08271,,,1115.85,1115.8547,0.000896,,,31.52,31.5186,0.03173,,,32.59,32.5867,0.03069,,,2.6,2.6029,0.3842,,,3.67,3.6729,0.2723,,,8.49,8.4892,0.1178,,,1.26,1.2598,0.7938,,,0.99,0.9874,1.0128
3/6/2015,0.66,0.6639,1.5063,,,0.92,0.9213,1.0854,,,1.3,1.2969,0.7711,,,3.06,3.0614,0.3266,,,627.66,627.6617,0.001593,,,6.26,6.261,0.1597,,,2564.23,2564.2276,0.00039,,,25.19,25.1917,0.0397,,,62.46,62.4554,0.01601,,,13006.19,13006.1856,0.000077,,,4.03,4.0307,0.2481,,,120.96,120.9588,0.008267,,,15.45,15.4513,0.06472,,,1.36,1.358,0.7364,,,3.8,3.8023,0.263,,,60.54,60.5374,0.01652,,,1.38,1.3789,0.7252,,,12.06,12.0612,0.08291,,,1112.52,1112.522,0.000899,,,31.6,31.5953,0.03165,,,32.57,32.5658,0.03071,,,2.63,2.6333,0.3798,,,3.67,3.6728,0.2723,,,8.5,8.5013,0.1176,,,1.26,1.2616,0.7926,,,0.98,0.9848,1.0155
3/5/2015,0.66,0.6567,1.5228,,,0.91,0.9087,1.1005,,,1.29,1.2884,0.7762,,,3,2.9969,0.3337,,,620.69,620.6862,0.001611,,,6.27,6.2661,0.1596,,,2547.35,2547.3469,0.000393,,,24.81,24.8052,0.04031,,,62.25,62.2544,0.01606,,,13002.08,13002.0833,0.000077,,,3.99,3.9942,0.2504,,,120.25,120.2505,0.008316,,,15.18,15.1849,0.06585,,,1.34,1.3397,0.7464,,,3.76,3.763,0.2657,,,60.8,60.7988,0.01645,,,1.37,1.3715,0.7291,,,11.82,11.8201,0.0846,,,1100.71,1100.7055,0.000909,,,31.46,31.4567,0.03179,,,32.44,32.4376,0.03083,,,2.61,2.6102,0.3831,,,3.67,3.6733,0.2722,,,8.36,8.3603,0.1196,,,1.25,1.2482,0.8012,,,0.97,0.9737,1.027
3/4/2015,0.66,0.6551,1.5265,,,0.9,0.9034,1.1069,,,1.28,1.2788,0.782,,,2.98,2.9796,0.3356,,,619.52,619.5219,0.001614,,,6.27,6.2702,0.1595,,,2559.67,2559.6708,0.000391,,,24.83,24.8254,0.04028,,,62.32,62.3246,0.01605,,,12958.33,12958.3333,0.000077,,,3.99,3.9923,0.2505,,,119.73,119.7305,0.008352,,,15.08,15.0843,0.06629,,,1.32,1.3188,0.7583,,,3.75,3.7492,0.2667,,,62.11,62.1068,0.0161,,,1.37,1.3679,0.731,,,11.83,11.8251,0.08457,,,1101.86,1101.8601,0.000908,,,31.44,31.438,0.03181,,,32.42,32.4212,0.03084,,,2.56,2.5628,0.3902,,,3.67,3.6729,0.2723,,,8.35,8.3546,0.1197,,,1.24,1.244,0.8039,,,0.96,0.9642,1.0371
3/3/2015,0.65,0.6498,1.539,,,0.89,0.8919,1.1212,,,1.28,1.2756,0.784,,,2.9,2.8972,0.3452,,,617.05,617.0466,0.001621,,,6.27,6.273,0.1594,,,2562.14,2562.1399,0.00039,,,24.52,24.5166,0.04079,,,61.8,61.7965,0.01618,,,12970.83,12970.8333,0.000077,,,3.98,3.9783,0.2514,,,119.5,119.501,0.008368,,,14.94,14.9376,0.06695,,,1.32,1.321,0.757,,,3.72,3.7226,0.2686,,,61.92,61.9194,0.01615,,,1.36,1.3618,0.7343,,,11.77,11.7694,0.08497,,,1097.09,1097.0925,0.000912,,,31.34,31.3416,0.03191,,,32.36,32.3597,0.0309,,,2.54,2.536,0.3943,,,3.67,3.6732,0.2722,,,8.26,8.2628,0.121,,,1.25,1.2452,0.8031,,,0.96,0.9591,1.0426
3/2/2015,0.65,0.6506,1.5371,,,0.89,0.8938,1.1189,,,1.29,1.2855,0.7779,,,2.88,2.877,0.3476,,,617.18,617.1837,0.00162,,,6.27,6.2738,0.1594,,,2537.45,2537.4494,0.000394,,,24.58,24.5784,0.04069,,,61.87,61.8707,0.01616,,,12922.68,12922.6804,0.000077,,,4,3.9971,0.2502,,,120.07,120.067,0.008329,,,14.99,14.9922,0.0667,,,1.33,1.3296,0.7521,,,3.72,3.7163,0.2691,,,62.21,62.2084,0.01607,,,1.37,1.3653,0.7324,,,11.75,11.7479,0.08512,,,1102.46,1102.4626,0.000907,,,31.41,31.4082,0.03184,,,32.35,32.3484,0.03091,,,2.52,2.5181,0.3971,,,3.67,3.6727,0.2723,,,8.35,8.3455,0.1198,,,1.25,1.2535,0.7978,,,0.96,0.9554,1.0467
2/27/2015,0.65,0.6477,1.5439,,,0.89,0.893,1.1198,,,1.28,1.2806,0.7809,,,2.86,2.8622,0.3494,,,617.68,617.679,0.001619,,,6.27,6.2697,0.1595,,,2501.6,2501.6,0.0004,,,24.57,24.5688,0.0407,,,61.68,61.6765,0.01621,,,12894.85,12894.8454,0.000078,,,3.98,3.9796,0.2513,,,119.69,119.6938,0.008355,,,14.94,14.9403,0.06693,,,1.32,1.3236,0.7555,,,3.7,3.705,0.2699,,,61.98,61.9822,0.01613,,,1.36,1.3615,0.7345,,,11.69,11.6897,0.08555,,,1102.03,1102.0264,0.000907,,,31.45,31.4508,0.0318,,,32.35,32.3539,0.03091,,,2.51,2.5111,0.3982,,,3.67,3.6723,0.2723,,,8.36,8.361,0.1196,,,1.25,1.2508,0.7995,,,0.95,0.9513,1.0512
